index,rooms,retail_price,address,city,sqft,toilets,image_id
2896,3.0,899900,3665 El Encanto Drive,"Calabasas, CA",2265.0,3.0,2896
11480,2.0,439000,1243 Sagewood Dr,"Oceanside, CA",977.0,2.0,11480
11033,4.0,1578000,729 Archer,"Pacific Beach, CA",2029.0,3.0,11033
9376,4.0,449000,11051 Walnut Street,"Bloomington, CA",2124.0,3.0,9376
11169,2.0,285000,29592 Lilac,"Campo, CA",946.0,2.0,11169
10216,4.0,749000,11221 Fremont Street,"Yucaipa, CA",3707.0,3.0,10216
3401,,1995000,11 Augusta,"Coto de Caza, CA",5389.0,5.1,3401
2922,2.0,995000,3716 LOADSTONE Drive,"Sherman Oaks, CA",1628.0,2.0,2922
3804,3.0,599000,12042 Emrys Avenue,"Garden Grove, CA",1186.0,2.0,3804
1658,3.0,485000,532 N Wilmington Boulevard,"Wilmington, CA",1216.0,2.0,1658
2810,4.0,849000,26512 Emerald Dove Drive,"Valencia, CA",2545.0,3.0,2810
1614,3.0,454850,8710 Avalon Boulevard,"Los Angeles, CA",1106.0,1.0,1614
182,5.0,349900,431 Butler Road,"Bakersfield, CA",3865.0,4.0,182
7834,4.0,799900,40400 Ivel Road,"Hemet, CA",3200.0,2.1,7834
2979,3.0,999950,805 Cynthia,"Alhambra, CA",1857.0,2.0,2979
2152,,650000,4858 Hersholt Avenue,"Long Beach, CA",1590.0,2.0,2152
3835,3.0,549000,374 N Parker Street,"Orange, CA",857.0,1.0,3835
4407,4.0,759000,26536 Avenida Deseo,"Mission Viejo, CA",1430.0,2.0,4407
7292,6.0,700000,14584 Sleepy Creek Drive,"Corona, CA",4313.0,3.1,7292
6420,4.0,449990,31593 Six Rivers Court,"Temecula, CA",2118.0,2.1,6420
8843,3.0,309999,15897 Brittle Brush Lane,"Victorville, CA",2505.0,2.1,8843
5207,4.0,1585000,76086 Via Firenze,"Indian Wells, CA",3300.0,4.1,5207
39,3.0,245000,2822 Dixie Street,"Rosamond, CA",1500.0,2.0,39
3799,3.0,599900,1714 W Brook,"Santa Ana, CA",1136.0,2.0,3799
3418,,225000,84 Calle Aragon,"Laguna Woods, CA",1040.0,2.0,3418
8925,3.0,374950,17452 Mesquite Road,"Apple Valley, CA",2175.0,2.1,8925
11289,2.0,299900,17093 Skyline Truck Trail,"Jamul, CA",800.0,1.0,11289
1024,4.0,335000,4121 Bolton Avenue,"Palmdale, CA",1944.0,2.1,1024
2883,3.0,848000,1873 Wagner Street,"Pasadena, CA",1622.0,2.0,2883
4217,3.0,735000,2136 Raleigh Avenue,"Costa Mesa, CA",1395.0,2.0,4217
2125,4.0,610000,817 N Langham Avenue,"Covina, CA",1472.0,2.0,2125
1218,3.0,363398,37915 67th Street East,"Palmdale, CA",1592.0,2.0,1218
11285,3.0,348000,5513 #4 adobe falls rd,"San Diego, CA",1116.0,2.0,11285
11400,1.0,349900,1150 J Street,"San Diego, CA",735.0,1.0,11400
5707,3.0,309900,80637 Jasmine Lane,"Indio, CA",1595.0,2.0,5707
7541,4.0,745000,3231 Crestview Drive,"Norco, CA",2978.0,2.1,7541
3493,2.0,258000,196 Avenida Majorca,"Laguna Woods, CA",850.0,1.1,3493
6244,4.0,439840,31310 Quarter Horse Way Lane,"Menifee, CA",2657.0,3.1,6244
8352,3.0,215000,14546 Lilac Road,"Adelanto, CA",1181.0,2.0,8352
2594,3.0,780000,4431 Briggs Avenue,"Montrose, CA",1479.0,1.0,2594
10046,,699000,7560 Royal View Lane,"Oak Hills, CA",3904.0,3.1,10046
7931,4.0,939000,78905 Mission Drive W,"La Quinta, CA",3349.0,4.1,7931
5103,5.0,1499000,57570 Interlachen,"La Quinta, CA",4773.0,5.1,5103
2826,3.0,799950,21910 Gresham Street,"Canoga Park, CA",1795.0,2.0,2826
6710,3.0,549000,20550 Easy Street,"Desert Hot Springs, CA",1915.0,2.0,6710
7939,5.0,929000,76889 Tomahawk Run,"Indian Wells, CA",3204.0,3.1,7939
9007,3.0,349000,12900 Rolling Ridge Drive,"Victorville, CA",1834.0,2.0,9007
8777,3.0,315500,1025 Heaton Drive,"Lake Arrowhead, CA",1680.0,2.0,8777
11534,3.0,429000,7627 Corte Madera Rd,"Pine Valley, CA",1025.0,2.0,11534
5562,3.0,274900,932 N 7th Street,"Banning, CA",1496.0,2.0,5562
11388,3.0,379000,1401 El Norte Pkway,"San Marcos, CA",1500.0,2.0,11388
11069,4.0,1995000,5910 Germaine Ln,"La Jolla, CA",2706.0,3.0,11069
7154,3.0,699000,16862 Grand Avenue,"Lake Elsinore, CA",2200.0,3.0,7154
11219,2.0,279000,1930 W San Marcos Blvd,"San Marcos, CA",1248.0,2.0,11219
11848,4.0,555000,2559 Joann Dr,"Oceanside, CA",1824.0,2.1,11848
11615,4.0,449000,521 Twin Palm Cir,"Fallbrook, CA",1548.0,2.0,11615
552,3.0,1795000,9617 YOAKUM Drive,"Beverly Hills, CA",1530.0,2.0,552
8599,3.0,245500,17947 Manzanita Street,"Hesperia, CA",1296.0,2.0,8599
6105,4.0,409900,29356 Escalante Road,"Canyon Lake, CA",2001.0,2.0,6105
3298,4.0,1534753,86 Rockinghorse,"Irvine, CA",3099.0,4.1,3298
8115,6.0,1180000,15700 Canon Lane,"Chino Hills, CA",3079.0,4.1,8115
4954,4.0,995000,12 Via Haciendas,"Rancho Mirage, CA",3017.0,4.1,4954
3546,2.0,299900,851 Ronda Mendoza,"Laguna Woods, CA",1009.0,2.0,3546
4378,4.0,790000,1915 Bay Crest Street,"Santa Ana, CA",1992.0,2.0,4378
11389,2.0,350000,3828 Rosemary Way,"Oceanside, CA",990.0,1.0,11389
9212,4.0,435000,43120 SILVER TIP Drive,"Big Bear, CA",2948.0,2.0,9212
3261,3.0,1975000,1103 England,"Huntington Beach, CA",3237.0,4.0,3261
7810,4.0,895000,76310 Shoshone Drive,"Indian Wells, CA",4091.0,5.1,7810
8594,2.0,279900,1551 Kendall Drive,"San Bernardino, CA",869.0,1.0,8594
5830,2.0,349900,81911 Avenida Bienvenida,"Indio, CA",1432.0,2.0,5830
5248,4.0,1499000,37165 Palm View Road,"Rancho Mirage, CA",4235.0,4.1,5248
5907,3.0,400000,39988 Milos Court,"Murrieta, CA",2030.0,3.0,5907
7347,3.0,745000,80848 Hermitage,"La Quinta, CA",2379.0,3.1,7347
917,,254900,2610 Juniper Drive,"Palmdale, CA",937.0,2.0,917
7578,4.0,779900,73820 Shadow Lake Drive,"Palm Desert, CA",2700.0,3.0,7578
8308,2.0,199000,31919 Carnelian,"Lucerne Valley, CA",,1.0,8308
5291,4.0,1525000,215 Kiva Drive,"Palm Desert, CA",2754.0,4.1,5291
2020,3.0,550000,6011 MADDEN Avenue,"Los Angeles, CA",1168.0,1.0,2020
8745,3.0,319999,519 3rd Street,"Redlands, CA",840.0,1.0,8745
2522,3.0,730000,17550 Roscoe Boulevard,"Northridge, CA",2332.0,3.0,2522
8479,3.0,249900,817 E Country Club Boulevard,"Big Bear, CA",1276.0,2.0,8479
4147,3.0,669000,2870 W POLK Avenue,"Anaheim, CA",1700.0,2.0,4147
9556,3.0,540015,15941 Grape Avenue,"Chino, CA",2026.0,2.1,9556
9105,5.0,455000,688 W Lourdes Lane,"Rialto, CA",2554.0,3.0,9105
185,5.0,349000,5310 Fountain Grass Avenue,"Bakersfield, CA",2972.0,3.0,185
909,4.0,247000,44002 Elm Avenue,"Lancaster, CA",1517.0,2.0,909
5793,3.0,330000,33608 Circle 5 Drive,"Nuevo, CA",,2.0,5793
340,4.0,1038000,1912 Saleroso Drive,"Rowland Heights, CA",3219.0,3.0,340
3472,2.0,200000,1680 Monterey Rd 10H M2,"Seal Beach, CA",760.0,1.0,3472
8280,5.0,1700000,621 CUMBERLAND Drive,"Lake Arrowhead, CA",8218.0,5.1,8280
6803,3.0,559000,2660 Farrell Drive,"Palm Springs, CA",1696.0,2.0,6803
6431,4.0,498000,68629 J Street,"Cathedral City, CA",1850.0,2.0,6431
1948,3.0,580000,748 N Park Avenue,"Covina, CA",1765.0,1.1,1948
2968,3.0,920000,20736 E Mill Lane,"Walnut, CA",2036.0,2.1,2968
9908,4.0,599900,6365 Yale Street,"Chino, CA",2280.0,3.0,9908
8616,4.0,259999,460 W 16th Street,"San Bernardino, CA",1242.0,2.0,8616
9515,5.0,529900,4093 Irish Moss Lane,"San Bernardino, CA",3480.0,3.0,9515
3880,3.0,649000,6542 Humboldt Avenue,"Westminster, CA",,2.0,3880
11283,3.0,339900,276 N El Camino Real,"Oceanside, CA",1512.0,2.0,11283
5928,,384880,30136 Honor Court,"Menifee, CA",1990.0,2.1,5928
4672,4.0,810000,10 Pacific Grove Drive,"Aliso Viejo, CA",1731.0,3.0,4672
8094,7.0,1350000,1117 Anita Avenue,"Big Bear, CA",6860.0,7.1,8094
3475,2.0,250000,13960 Thunderbird M2 5L,"Seal Beach, CA",1100.0,1.0,3475
11295,2.0,335000,1050 Turnstone Way,"Oceanside, CA",1092.0,2.0,11295
791,3.0,245000,1855 E Avenue Q12,"Palmdale, CA",983.0,1.0,791
4029,3.0,699900,507 N Cornell Avenue,"Fullerton, CA",1396.0,2.0,4029
6958,5.0,624900,43084 Knightsbridge Way,"Temecula, CA",3395.0,2.1,6958
6658,4.0,535000,17450 Blue Water Court,"Riverside, CA",2223.0,3.0,6658
232,4.0,369900,16501 Grizzly Drive,"Pine Mountain Club, CA",2570.0,3.0,232
6072,3.0,369900,22759 Downing Street,"Moreno Valley, CA",1502.0,2.0,6072
11745,3.0,500000,1233 Elkelton Blvd,"Spring Valley, CA",1306.0,2.0,11745
6705,4.0,550000,3729 Washington Street,"Riverside, CA",1704.0,3.0,6705
8349,2.0,249000,5900 Robin Oak Drive,"Angelus Oaks, CA",1309.0,2.0,8349
6180,4.0,419900,27953 Auburn Lane,"Moreno Valley, CA",2841.0,3.0,6180
10522,4.0,799800,3365 Marble Ridge Drive,"Chino Hills, CA",2531.0,3.0,10522
1632,4.0,499000,5716 Corradi Terrace,"Acton, CA",1571.0,2.0,1632
4876,3.0,938000,4412 Avocado Avenue,"Yorba Linda, CA",2436.0,2.1,4876
11373,1.0,345000,3152 Terra Seca,"Jamul, CA",440.0,1.0,11373
7809,4.0,879000,2280 Sunrise Way,"Palm Springs, CA",3049.0,3.1,7809
6801,5.0,599999,9447 Paradise Place,"Riverside, CA",3615.0,4.0,6801
9688,4.0,569000,3983 S S. Trinitas Way Way,"Ontario, CA",2608.0,3.0,9688
6589,2.0,539000,81369 Corte Trigo,"Indio, CA",2446.0,2.1,6589
5222,3.0,1850000,8 Ambassador Circle,"Rancho Mirage, CA",4753.0,3.1,5222
3072,4.0,999000,18 Sedoso Court,"Ladera Ranch, CA",2771.0,4.1,3072
6783,4.0,589900,1052 5th Street,"Norco, CA",2224.0,2.0,6783
7997,3.0,950000,35550 Trabuco Road,"Lake Elsinore, CA",1908.0,3.1,7997
432,3.0,1199000,6749 GILL Way,"Los Angeles, CA",1859.0,4.0,432
11438,2.0,385000,3803 VAN DYKE AVE.,"San Diego, CA",864.0,1.0,11438
10941,4.0,1899000,16614 El Zorro Vista,"Rancho Santa Fe, CA",2396.0,2.0,10941
4064,3.0,679900,3685 BLUE GUM Drive,"Yorba Linda, CA",1212.0,2.0,4064
2482,3.0,749900,5317 Golden West Avenue,"Temple City, CA",1452.0,2.0,2482
2519,3.0,739000,2420 Granada Avenue,"Long Beach, CA",1730.0,2.0,2519
729,3.0,255000,16537 Rawhide Avenue,"Palmdale, CA",1346.0,2.0,729
4049,5.0,679000,1425 W 12th Street,"Santa Ana, CA",1664.0,2.1,4049
10463,4.0,799000,9860 La Vine Court,"Rancho Cucamonga, CA",2787.0,4.0,10463
4817,3.0,999000,14882 Wildcat Canyon Road,"Silverado, CA",3159.0,3.1,4817
5229,5.0,1599000,37616 Avenida La Cresta,"Murrieta, CA",5371.0,3.1,5229
6138,5.0,450163,1035 Poinsettia Circle,"Calimesa, CA",2854.0,3.0,6138
8185,3.0,995000,16569 Slover Avenue,"Fontana, CA",1855.0,2.0,8185
4367,3.0,754900,14762 Wilson Street,"Midway City, CA",1344.0,2.0,4367
10972,4.0,1790000,359 Neptune Avenue,"Encinitas, CA",1710.0,2.0,10972
634,4.0,210000,671 W Avenue H8,"Lancaster, CA",1312.0,2.0,634
3737,3.0,549900,916 S Roanne Street,"Anaheim, CA",1351.0,1.1,3737
1576,3.0,499000,11539 Kismet Avenue,"Sylmar, CA",1101.0,2.0,1576
3703,3.0,535000,306 S Vista Del Canon,"Anaheim Hills, CA",1632.0,2.1,3703
7378,3.0,750000,50810 Cereza,"La Quinta, CA",2800.0,4.0,7378
6122,3.0,399900,31593 Calle Los Padres,"Temecula, CA",1352.0,2.0,6122
3921,3.0,629000,6442 PHEASANT Drive,"Buena Park, CA",1870.0,3.0,3921
9542,4.0,510000,4002 Oregon Ash Way,"San Bernardino, CA",2131.0,2.0,9542
7889,5.0,998000,30164 Clear Water Drive,"Canyon Lake, CA",3288.0,3.1,7889
6207,4.0,405000,26112 Huxley Drive,"Moreno Valley, CA",2051.0,2.0,6207
10051,5.0,675000,11162 Ada Avenue,"Montclair, CA",2818.0,4.1,10051
7232,3.0,650000,35429 District East Street,"Cathedral City, CA",2083.0,3.0,7232
8799,3.0,329000,15950 Rosemary Drive,"Fontana, CA",1425.0,1.0,8799
7879,3.0,929000,72764 Beavertail Street,"Palm Desert, CA",2519.0,3.0,7879
4019,4.0,695000,4421 Dorthea Street,"Yorba Linda, CA",2005.0,2.0,4019
11675,3.0,502900,4374 Nautilus Way,"Oceanside, CA",1521.0,3.0,11675
3293,4.0,1840000,12 Bellevue,"Newport Coast, CA",2473.0,2.1,3293
2357,3.0,679950,1608 Third Street,"Duarte, CA",1614.0,2.1,2357
6467,4.0,470000,28612 Hellebore Street,"Murrieta, CA",2878.0,3.0,6467
10611,5.0,897000,Address not provided,"Lake Arrowhead, CA",4314.0,5.0,10611
8131,6.0,995000,31438 Carson Street,"Lucerne Valley, CA",3346.0,3.0,8131
1067,4.0,315000,45313 ELM Avenue,"Lancaster, CA",2476.0,3.0,1067
7615,3.0,790000,79365 Toronja,"La Quinta, CA",2577.0,3.1,7615
5691,4.0,275000,84510 Pedro Drive,"Coachella, CA",1365.0,2.0,5691
5649,3.0,245000,173 Idyllwild Drive,"San Jacinto, CA",1280.0,2.0,5649
1283,3.0,360000,14320 Claressa Avenue,"Norwalk, CA",882.0,2.0,1283
8471,3.0,219888,15739 Puesta Del Sol Drive,"Victorville, CA",1176.0,2.0,8471
7513,3.0,749000,50240 Via Amante,"La Quinta, CA",2894.0,3.1,7513
993,4.0,329999,37804 45th Street E,"Palmdale, CA",1661.0,3.0,993
6564,4.0,510000,22783 Ash Street,"Corona, CA",2343.0,3.0,6564
9975,5.0,636657,4370 S Bryce Canyon Trail,"Ontario, CA",2765.0,3.0,9975
2576,3.0,749000,14060 Honeysuckle Lane,"Whittier, CA",1766.0,3.0,2576
1674,2.0,495000,14503 Dumont Avenue,"Norwalk, CA",1149.0,1.0,1674
11982,3.0,499000,1102 Alpine Oaks,"Alpine, CA",1598.0,2.1,11982
4453,4.0,799000,7280 E DRAKE Drive,"Anaheim Hills, CA",1930.0,2.0,4453
9020,3.0,369800,6015 Arden Avenue,"Highland, CA",1860.0,2.0,9020
1838,3.0,524900,27722 Caraway Lane,"Saugus, CA",1410.0,2.0,1838
4398,3.0,799000,1246 S Silver Star Way,"Anaheim Hills, CA",1900.0,2.1,4398
11429,2.0,369000,30234 CastleCrest Drive,"Valley Center, CA",1100.0,1.0,11429
6231,4.0,424900,67355 Peineta Road,"Cathedral City, CA",1997.0,2.0,6231
11707,4.0,499900,271 Lausanne Drive,"San Diego, CA",1769.0,2.0,11707
7163,3.0,699000,43161 Port Maria Road,"Bermuda Dunes, CA",3574.0,3.1,7163
167,3.0,295000,3412 Whisper Sands Avenue,"Rosamond, CA",1735.0,2.0,167
7502,3.0,799900,1431 Lorena Way,"Palm Springs, CA",3042.0,3.1,7502
3463,2.0,230000,639 Avenida Sevilla,"Laguna Woods, CA",1009.0,2.0,3463
7852,4.0,885000,38320 Maracaibo Circle W,"Palm Springs, CA",4370.0,3.1,7852
8234,4.0,1995000,28800 Palisades,"Lake Arrowhead, CA",3178.0,4.0,8234
6704,4.0,569900,107 Cachanilla Court,"Palm Desert, CA",3322.0,3.1,6704
8930,3.0,399999,8134 Via Carrillo,"Rancho Cucamonga, CA",1004.0,1.0,8930
9905,4.0,599900,441 Villa Grove Avenue,"Big Bear, CA",2228.0,3.0,9905
6794,4.0,585000,7376 Sungold Avenue,"Corona, CA",3195.0,3.0,6794
10884,7.0,1495000,7623 Marker Rd,"San Diego, CA",4050.0,6.1,10884
9249,3.0,429900,417 Curly Drive,"Big Bear City, CA",1859.0,2.0,9249
5326,4.0,195000,16010 Edgewater Lane,"Moreno Valley, CA",2319.0,2.1,5326
11975,4.0,550000,1767 Foothill View Pl,"Escondido, CA",1963.0,3.0,11975
7651,3.0,748950,8086 Soft Winds Drive,"Corona, CA",3142.0,2.1,7651
5572,2.0,265000,26745 Summer Sunshine Drive,"Menifee, CA",1290.0,2.0,5572
8647,2.0,275000,7781 Del Rosa Avenue,"San Bernardino, CA",1024.0,1.0,8647
3428,2.0,255000,1981 Mckinney,"Seal Beach, CA",1250.0,2.0,3428
5549,3.0,279750,25082 Jutland Drive,"Hemet, CA",1224.0,3.0,5549
9374,4.0,488800,15674 Outrigger Drive,"Chino Hills, CA",1922.0,2.1,9374
1691,3.0,517999,4113 Stewart Avenue,"Baldwin Park, CA",1254.0,2.0,1691
3886,3.0,640000,21536 Pedroso,"Mission Viejo, CA",1246.0,2.0,3886
4646,3.0,899500,24491 Los Serranos Drive,"Laguna Niguel, CA",1395.0,2.0,4646
3505,2.0,265000,56 Calle Cadiz,"Laguna Woods, CA",1040.0,2.0,3505
4481,4.0,748000,8902 Cypress Avenue,"Cypress, CA",1840.0,2.0,4481
8891,4.0,389900,6968 Glasgow Avenue,"San Bernardino, CA",2043.0,2.0,8891
1189,,375000,38107 PIONEER Drive,"Palmdale, CA",2988.0,3.0,1189
7134,4.0,650000,419 Santa Catalina Road,"Palm Springs, CA",2702.0,4.0,7134
11536,2.0,430000,4062 Valeta St,"San Diego, CA",976.0,1.1,11536
10718,5.0,1229000,7349 Gabbiano Ln,"Carlsbad, CA",,3.0,10718
10955,4.0,1649000,833 Portsmouth,"San Diego, CA",1353.0,3.0,10955
4006,3.0,698000,2624 W Olive Avenue,"Fullerton, CA",2150.0,2.1,4006
4337,5.0,698500,2014 W Camden Place,"Santa Ana, CA",1775.0,2.0,4337
1143,2.0,405000,13939 Maidstone Avenue,"Norwalk, CA",768.0,1.0,1143
6217,3.0,425000,39564 Highbury Drive,"Murrieta, CA",1840.0,2.1,6217
8326,4.0,219900,14284 Arrowhead Drive,"Victorville, CA",1456.0,2.0,8326
5189,4.0,1499000,721 Bernette Way,"Riverside, CA",5997.0,4.1,5189
11568,4.0,399000,34387 Wolahi Rd,"Julian, CA",1456.0,2.0,11568
7585,4.0,799000,80090 Via Valerosa,"La Quinta, CA",3423.0,3.1,7585
9146,3.0,399000,6041 Shepherd Drive,"San Bernardino, CA",1560.0,3.0,9146
5586,4.0,265000,12265 Redbud Road,"Desert Hot Springs, CA",1612.0,2.0,5586
8915,3.0,405000,8262 Reseda Avenue,"Fontana, CA",1678.0,2.0,8915
11811,4.0,510000,6980 Foster,"San Diego, CA",1515.0,2.0,11811
9818,4.0,564900,16275 Walnut Street,"Fontana, CA",2310.0,4.0,9818
6121,3.0,445000,29366 Uller Lane,"Nuevo, CA",2269.0,2.1,6121
8992,2.0,350000,16058 Ceres Avenue,"Fontana, CA",801.0,1.0,8992
1829,3.0,499900,13827 Mystic Street,"Whittier, CA",1089.0,1.0,1829
5489,3.0,195000,466 Palm Vista Drive,"Palm Springs, CA",1248.0,2.0,5489
7906,5.0,899000,909 Sunair Road,"Palm Springs, CA",1825.0,3.0,7906
1716,4.0,544000,675 Lantana Street,"La Verne, CA",1573.0,3.0,1716
5270,3.0,1995000,79330 Brookville,"La Quinta, CA",4839.0,3.0,5270
5605,3.0,299000,68355 Hacienda Avenue,"Desert Hot Springs, CA",1936.0,2.0,5605
6767,5.0,599000,13 Della Cava Lane,"Lake Elsinore, CA",4052.0,4.1,6767
7883,3.0,997000,2739 Bonita Circle,"Palm Springs, CA",2119.0,3.0,7883
11680,3.0,450000,4701 Date Ave,"La Mesa, CA",1561.0,2.0,11680
7084,2.0,653000,535 S Calle Santa Rosa,"Palm Springs, CA",1553.0,2.0,7084
9458,4.0,487845,5077 Oak Moss Avenue,"Fontana, CA",2439.0,3.0,9458
1763,3.0,549000,13920 Porto Rico Drive,"La Puente, CA",1241.0,2.0,1763
4069,5.0,705000,3747 E Spring Street,"Orange, CA",1866.0,3.0,4069
6955,6.0,639000,12705 Amberhill Avenue,"Corona, CA",3604.0,4.0,6955
9834,3.0,550000,829 Calle Del Sol,"Upland, CA",2474.0,3.0,9834
11002,5.0,1888888,16912 Reposa Alta,"Rancho Santa Fe, CA",3895.0,4.0,11002
6892,3.0,599000,1134 N CALLE ROLPH,"Palm Springs, CA",1482.0,2.0,6892
9751,4.0,549000,42578 Donez Way,"Big Bear, CA",2213.0,3.0,9751
2888,3.0,848000,5216 Don Pio Drive,"Woodland Hills, CA",1826.0,2.1,2888
1799,3.0,535000,1703 W 107th Street,"Los Angeles, CA",1349.0,1.0,1799
11540,3.0,439999,8610 Potrero St,"Spring Valley, CA",1408.0,2.1,11540
5287,7.0,1590000,663 Jillian Ashley Way,"Corona, CA",5242.0,4.1,5287
505,5.0,1595000,631 Caleb Street,"Glendale, CA",5001.0,3.1,505
10963,6.0,1499999,13342 Mahogany Cv,"San Diego, CA",4720.0,4.1,10963
1573,2.0,450000,11036 Eastwood Avenue,"Inglewood, CA",910.0,1.0,1573
9308,4.0,499999,15469 Red Pepper Place,"Fontana, CA",2809.0,3.0,9308
4618,3.0,825000,28 Palmento Way,"Irvine, CA",1750.0,2.1,4618
5163,9.0,1875000,80842 Kebon Drive,"Indio, CA",6020.0,5.1,5163
640,3.0,224900,40903 E 169th Street,"Lancaster, CA",1320.0,2.0,640
8658,4.0,259900,31418 Ocean View Drive,"Running Springs, CA",1704.0,2.0,8658
8578,3.0,270000,16936 Jurassic Place,"Victorville, CA",1928.0,2.1,8578
5415,2.0,249000,29230 Desert Hills Road,"Menifee, CA",1098.0,2.0,5415
463,2.0,1029999,4830 Sawtelle Blvd,"Culver City, CA",1319.0,2.0,463
11241,1.0,305000,2506 C Street,"Julian, CA",860.0,1.1,11241
6187,4.0,419950,29453 Tours Street,"Lake Elsinore, CA",2300.0,3.0,6187
4590,4.0,799000,2723 Larkspur Avenue,"Brea, CA",2403.0,2.1,4590
5015,4.0,1249000,146 Loch Lomond Road,"Rancho Mirage, CA",4034.0,4.1,5015
3844,4.0,649000,1822 W Tedmar Avenue,"Anaheim, CA",1600.0,2.0,3844
6360,5.0,495000,23495 Mountainside Court,"Murrieta, CA",2644.0,3.0,6360
2373,4.0,650000,32520 Michigan Avenue,"Acton, CA",2069.0,3.0,2373
7790,3.0,895000,2611 Kings Road W,"Palm Springs, CA",2318.0,3.1,7790
4991,4.0,1049999,38281 Shoal Creek Drive,"Murrieta, CA",4106.0,4.1,4991
3280,4.0,1858000,17 Bayleaf Lane,"Irvine, CA",3200.0,4.1,3280
3039,3.0,899000,21611 Golden Poppy Court,"Walnut, CA",1894.0,2.1,3039
11855,4.0,539950,6490 University Ave,"San Diego, CA",1453.0,2.0,11855
168,4.0,295000,13631 Foyers Fall Dr,"Bakersfield, CA",1639.0,2.0,168
6131,,419900,81875 Corte Valdemoro,"Indio, CA",2331.0,3.0,6131
216,3.0,369900,29580 Butterfield Way,"Tehachapi, CA",2325.0,2.0,216
8290,2.0,1495000,53105 Chia Trail,"Pioneertown, CA",1421.0,2.0,8290
5186,4.0,1795000,38271 Via Roberta,"Palm Springs, CA",7154.0,7.0,5186
6270,4.0,398000,13624 Balsawood Lane,"Moreno Valley, CA",2661.0,3.0,6270
3902,3.0,600000,2525 S Raitt Street,"Santa Ana, CA",1136.0,2.0,3902
2485,3.0,699000,1414 Gayland Avenue,"Hacienda Heights, CA",1818.0,2.0,2485
11023,3.0,1975000,939 Coast,"La Jolla, CA",1608.0,2.0,11023
10158,4.0,649900,7134 Cumberland Place,"Rancho Cucamonga, CA",2723.0,3.0,10158
10296,5.0,729000,2048 Mentone Boulevard,"Mentone, CA",4602.0,3.0,10296
10806,3.0,1195000,737 Valley Ave,"Solana Beach, CA",1937.0,2.1,10806
11908,4.0,515000,1382 Miraflores Gln,"Escondido, CA",1908.0,2.0,11908
3471,2.0,250000,13400 Del Monte Dr. #1D,"Seal Beach, CA",1200.0,2.0,3471
8766,3.0,339900,1209 W Cornell Street,"Rialto, CA",1644.0,3.0,8766
11988,3.0,550000,14955 Avenida Venusto,"San Diego, CA",1248.0,2.0,11988
10613,5.0,965000,5120 Carriage Road,"Alta Loma, CA",4000.0,3.1,10613
5726,3.0,299000,39606 Rolling Hills Road,"Anza, CA",1668.0,2.0,5726
8657,5.0,270000,14547 Chippendale Circle,"Adelanto, CA",2183.0,2.0,8657
11979,3.0,535000,23810 Barona Mesa Rd,"Ramona, CA",2197.0,2.0,11979
8082,5.0,1299000,13635 Copley Drive,"Rancho Cucamonga, CA",3971.0,3.1,8082
427,3.0,1195000,4825 Newcastle Avenue,"Encino, CA",2202.0,2.1,427
3671,3.0,499000,6642 Bridle Circle,"Yorba Linda, CA",1250.0,1.1,3671
4454,2.0,774000,22982 Via Cruz,"Laguna Niguel, CA",1398.0,2.0,4454
4963,4.0,999999,38190 Corte Jinete,"Murrieta, CA",4803.0,4.1,4963
11552,2.0,399000,131 Woodstork Ln.,"Fallbrook, CA",1166.0,2.0,11552
8973,3.0,359999,995 W 56th Street,"San Bernardino, CA",1186.0,2.0,8973
4958,4.0,1249000,56961 Village Drive,"La Quinta, CA",4168.0,4.0,4958
6652,3.0,515000,5192 Eclipse Avenue,"Mira Loma, CA",1773.0,2.0,6652
1133,2.0,364950,13443 Ector Street,"La Puente, CA",814.0,1.0,1133
7124,6.0,679990,34376 Coppola Street,"Temecula, CA",3250.0,4.0,7124
9428,5.0,498000,34533 Newell Street,"Yucaipa, CA",3068.0,3.0,9428
1022,4.0,330000,44431 Avenida Del Rio,"Lancaster, CA",1679.0,3.0,1022
4850,3.0,960000,875 Reposado Drive,"La Habra Heights, CA",2911.0,2.0,4850
1350,4.0,449999,407 S Caswell Avenue,"Compton, CA",1652.0,2.0,1350
4706,3.0,819900,26742 Cadiz Circle,"Mission Viejo, CA",2000.0,2.0,4706
4736,5.0,899800,8651 DOREMERE Drive,"Huntington Beach, CA",1898.0,3.0,4736
793,3.0,249900,1214 E Avenue R3,"Palmdale, CA",1083.0,1.0,793
4271,,725000,449 N Milford Road,"Orange, CA",1665.0,2.0,4271
451,5.0,1349000,4954 Chimineas Avenue,"Tarzana, CA",3262.0,4.1,451
11053,5.0,1938000,5355 Aurora Summit Trails VSF 17,"San Diego, CA",4551.0,5.1,11053
3676,4.0,490000,1632 W Wilshire Avenue,"Santa Ana, CA",1379.0,2.0,3676
647,,230000,38368 Maureen Street,"Palmdale, CA",1140.0,2.0,647
9809,4.0,557315,3533 Sugarberry Court,"San Bernardino, CA",2690.0,3.0,9809
5551,4.0,256000,51963 Calle Avila,"Coachella, CA",1196.0,2.0,5551
2998,3.0,979999,3921 S Victoria,"Los Angeles, CA",1886.0,2.0,2998
6531,6.0,529900,23484 Brigin Place,"Murrieta, CA",3731.0,4.1,6531
2770,5.0,849000,2051 W 84th Street,"Los Angeles, CA",2295.0,3.0,2770
